filter_id,variant,expression,layman_explanation,stat,source
REV_142F213_tens,tens,(winner >=25 and sum(1 for d in combo_digits if d in seed_digits) <3),Eliminate if condition: (winner >=25 and sum(1 for d in combo_digits if d in seed_digits) <3),306/311,reversed
REV_1F605_tens,tens,(len(set(combo_digits).intersection(seed_digits)) <= 3),Eliminate if condition: (len(set(combo_digits).intersection(seed_digits)) <= 3),242/311,reversed
REV_1F606_tens,tens,(len(set(combo_digits).intersection(seed_digits)) <= 3),Eliminate if condition: (len(set(combo_digits).intersection(seed_digits)) <= 3),242/311,reversed
REV_1F617_tens,tens,(len(set(combo_digits).intersection(seed_digits)) <= 3),Eliminate if condition: (len(set(combo_digits).intersection(seed_digits)) <= 3),242/311,reversed
REV_20F253_tens,tens,(not (19>winner>25)),Eliminate if condition: (not (19>winner>25)),234/311,reversed
REV_254F555_tens,tens,(sum(1 for d in combo_digits if mirror.get(d) in combo_digits) < 4),Eliminate if the combo contains mirror digits of the seed.,262/311,reversed
REV_346F551_tens,tens,"(any(mirror.get(d,None) in combo_digits for d in combo_digits) and not all(d % 2 != 1 for d in combo_digits))",Eliminate if the combo contains mirror digits of the seed.,305/311,reversed
REV_4F565_tens,tens,(len(set(combo_digits).intersection(seed_digits)) <= 1),Eliminate if condition: (len(set(combo_digits).intersection(seed_digits)) <= 1),311/311,reversed
REV_5F566_tens,tens,(len(set(combo_digits).intersection(seed_digits)) <= 2),Eliminate if condition: (len(set(combo_digits).intersection(seed_digits)) <= 2),298/311,reversed
REV_5F569_tens,tens,(len(set(combo_digits).intersection(seed_digits)) < 3),Eliminate if condition: (len(set(combo_digits).intersection(seed_digits)) < 3),298/311,reversed
REV_5F570_tens,tens,(list(Counter(combo_digits).values()).count(2) + list(Counter(combo_digits).values()).count(3) <= 1),Eliminate if condition: (list(Counter(combo_digits).values()).count(2) + list(Counter(combo_digits).values()).count(3) <= 1),271/311,reversed
REV_7F623_tens,tens,(winner >= 20),Eliminate if condition: (winner >= 20),263/311,reversed
REV_NO110F721_tens,tens,(len(set(combo_digits) & set(seed_digits)) <= 2),Eliminate if condition: (len(set(combo_digits) & set(seed_digits)) <= 2),298/311,reversed
REV_NO123F252_tens,tens,(not (20>winner>28)),Eliminate if condition: (not (20>winner>28)),263/311,reversed
REV_NO296F549_tens,tens,"(any(mirror.get(d,None) in combo_digits for d in combo_digits) and max(combo_digits) - min(combo_digits) <= 4)",Eliminate if the combo contains mirror digits of the seed.,305/311,reversed
REV_NO35F260_tens,tens,(winner>=19 or winner<=25),Eliminate if condition: (winner>=19 or winner<=25),234/311,reversed
REV_NO35F327_tens,tens,(winner>=19 or winner<=25),Eliminate if condition: (winner>=19 or winner<=25),234/311,reversed
REV_NO35F330_tens,tens,(winner>=19 or winner<=25),Eliminate if condition: (winner>=19 or winner<=25),234/311,reversed
REV_NO467F354_tens,tens,"(any(mirror.get(d,-1) in combo_digits for d in combo_digits))",Eliminate if the combo contains mirror digits of the seed.,305/311,reversed
REV_NO659F314_tens,tens,(abs(winner - seed) >15),Eliminate if condition: (abs(winner - seed) >15),311/311,reversed
REV_NO78F720_tens,tens,(sum(1 for d in combo_digits if d in seed_digits) <= 3),Eliminate if condition: (sum(1 for d in combo_digits if d in seed_digits) <= 3),303/311,reversed
REV_NVR617F316_tens,tens,(abs(winner - seed) >13),Eliminate if condition: (abs(winner - seed) >13),306/311,reversed
REV_NVR643F315_tens,tens,(abs(winner - seed) >14),Eliminate if condition: (abs(winner - seed) >14),310/311,reversed
REV_Nvr390F548_tens,tens,"(any(mirror.get(d,None) in combo_digits for d in combo_digits))",Eliminate if the combo contains mirror digits of the seed.,305/311,reversed
