filter_id,variant,expression,layman_explanation,stat,source,layman
77F308,tens,(sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <40 and winner_structure == 5 and winner_structure == 5),Eliminate based on a custom tens-digit condition.,32/311,keeper,Eliminate if condition holds: (sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <40 and winner_structure == 5 and winner_structure == 5)
78F221,tens,"(not any(d in combo_digits for d in [1,2,3]))",Eliminate based on a custom tens-digit condition.,2/311,keeper,"Eliminate if condition holds: (not any(d in combo_digits for d in [1,2,3]))"
78F303,tens,(sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <45 and winner_structure == 5 and winner_structure == 5),Eliminate based on a custom tens-digit condition.,32/311,keeper,Eliminate if condition holds: (sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <45 and winner_structure == 5 and winner_structure == 5)
78F304,tens,(sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <44 and winner_structure == 5 and winner_structure == 5),Eliminate based on a custom tens-digit condition.,32/311,keeper,Eliminate if condition holds: (sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <44 and winner_structure == 5 and winner_structure == 5)
78F305,tens,(sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <43 and winner_structure == 5 and winner_structure == 5),Eliminate based on a custom tens-digit condition.,32/311,keeper,Eliminate if condition holds: (sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <43 and winner_structure == 5 and winner_structure == 5)
78F306,tens,(sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <42 and winner_structure == 5 and winner_structure == 5),Eliminate based on a custom tens-digit condition.,32/311,keeper,Eliminate if condition holds: (sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <42 and winner_structure == 5 and winner_structure == 5)
78F307,tens,(sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <41 and winner_structure == 5 and winner_structure == 5),Eliminate based on a custom tens-digit condition.,32/311,keeper,Eliminate if condition holds: (sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <41 and winner_structure == 5 and winner_structure == 5)
7F059,tens,(winner % 10 == 8),Eliminate if the tens sum ends in 8.,19/311,keeper,Eliminate if condition holds: (winner % 10 == 8)
7F179,tens,(winner % 10 == 1),Eliminate if the tens sum ends in 1.,23/311,keeper,Eliminate if condition holds: (winner % 10 == 1)
7F623,tens,(winner < 20),Eliminate based on a custom tens-digit condition.,263/311,keeper,Eliminate if condition holds: (winner < 20)
81F251,tens,(5 not in combo_digits and 4 not in combo_digits),Eliminate based on a custom tens-digit condition.,20/311,keeper,Eliminate if condition holds: (5 not in combo_digits and 4 not in combo_digits)
87F722,tens,(len(set(seed_digits_1).intersection(seed_digits_2).intersection(combo_digits)) >= 2),Eliminate based on a custom tens-digit condition.,0/311,keeper,Eliminate if condition holds: (len(set(seed_digits_1).intersection(seed_digits_2).intersection(combo_digits)) >= 2)
8F060,tens,(winner % 10 == 7),Eliminate if the tens sum ends in 7.,30/311,keeper,Eliminate if condition holds: (winner % 10 == 7)
8F226,tens,(winner==10),Eliminate based on a custom tens-digit condition.,16/311,keeper,Eliminate if condition holds: (winner==10)
8F344,tens,(sum(1 for d in combo_digits if d in seed_digits)>=3 and winner<11 and winner_structure == 5 and winner_structure == 5),Eliminate based on a custom tens-digit condition.,5/311,keeper,Eliminate if condition holds: (sum(1 for d in combo_digits if d in seed_digits)>=3 and winner<11 and winner_structure == 5 and winner_structure == 5)
8F345,tens,(sum(1 for d in combo_digits if d in seed_digits)>=3 and winner<10 and winner_structure == 5 and winner_structure == 5),Eliminate based on a custom tens-digit condition.,2/311,keeper,Eliminate if condition holds: (sum(1 for d in combo_digits if d in seed_digits)>=3 and winner<10 and winner_structure == 5 and winner_structure == 5)
8F562,tens,(len(set(combo_digits).intersection(seed_digits)) == 1 and all(d % 2 == 1 for d in combo_digits)),Eliminate based on a custom tens-digit condition.,0/311,keeper,Eliminate if condition holds: (len(set(combo_digits).intersection(seed_digits)) == 1 and all(d % 2 == 1 for d in combo_digits))
91F180,tens,(sum(1 for d in combo_digits if d in seed_digits) >=5 and winner <22 and winner_structure == 5 and winner_structure == 5),Eliminate based on a custom tens-digit condition.,31/311,keeper,Eliminate if condition holds: (sum(1 for d in combo_digits if d in seed_digits) >=5 and winner <22 and winner_structure == 5 and winner_structure == 5)
9F343,tens,(sum(1 for d in combo_digits if d in seed_digits)>=3 and winner<12 and winner_structure == 5 and winner_structure == 5),Eliminate based on a custom tens-digit condition.,6/311,keeper,Eliminate if condition holds: (sum(1 for d in combo_digits if d in seed_digits)>=3 and winner<12 and winner_structure == 5 and winner_structure == 5)
9F350,tens,(sum(1 for d in combo_digits if d in seed_digits)>=2 and winner<10 and winner_structure == 5 and winner_structure == 5),Eliminate based on a custom tens-digit condition.,2/311,keeper,Eliminate if condition holds: (sum(1 for d in combo_digits if d in seed_digits)>=2 and winner<10 and winner_structure == 5 and winner_structure == 5)
F723,tens,(str(winner)[-1] == str(seed)[-1]),Eliminate based on a custom tens-digit condition.,33/311,keeper,Eliminate if condition holds: (str(winner)[-1] == str(seed)[-1])
F724,tens,(((seed % 9 or 9) % 3 == 0) and (((seed % 9 or 9) // 3) in combo_digits)),Eliminate based on a custom tens-digit condition.,61/311,keeper,Eliminate if condition holds: (((seed % 9 or 9) % 3 == 0) and (((seed % 9 or 9) // 3) in combo_digits))
F724C,tens,((((seed % 9 or 9) % 3 == 0) and (((seed % 9 or 9) // 3) in combo_digits))),Eliminate based on a custom tens-digit condition.,61/311,keeper,Eliminate if condition holds: ((((seed % 9 or 9) % 3 == 0) and (((seed % 9 or 9) // 3) in combo_digits)))
F725,tens,((winner % 9 or 9) == (seed % 9 or 9)),Eliminate based on a custom tens-digit condition.,35/311,keeper,Eliminate if condition holds: ((winner % 9 or 9) == (seed % 9 or 9))
F726,tens,(max(seed_digits) - min(seed_digits) == (winner % 9 or 9)),Eliminate based on a custom tens-digit condition.,27/311,keeper,Eliminate if condition holds: (max(seed_digits) - min(seed_digits) == (winner % 9 or 9))
F727,tens,"((abs(winner - round((seed**0.5) * 1.5, 2)) <= 2))",Eliminate based on a custom tens-digit condition.,11/311,keeper,"Eliminate if condition holds: ((abs(winner - round((seed**0.5) * 1.5, 2)) <= 2))"
F728,tens,"((abs(winner - round((seed**0.5) * 2.0, 2)) <= 2))",Eliminate based on a custom tens-digit condition.,35/311,keeper,"Eliminate if condition holds: ((abs(winner - round((seed**0.5) * 2.0, 2)) <= 2))"
F729,tens,"((abs(winner - round((seed**0.5) * 2.5, 2)) <= 2))",Eliminate based on a custom tens-digit condition.,55/311,keeper,"Eliminate if condition holds: ((abs(winner - round((seed**0.5) * 2.5, 2)) <= 2))"
F730,tens,"((abs(winner - round((seed**0.5) * 3.0, 2)) <= 2))",Eliminate based on a custom tens-digit condition.,74/311,keeper,"Eliminate if condition holds: ((abs(winner - round((seed**0.5) * 3.0, 2)) <= 2))"
N015F538,tens,((0 <= seed <= 15) and (0 <= winner <= 15)),Eliminate based on a custom tens-digit condition.,86/311,keeper,Eliminate if condition holds: ((0 <= seed <= 15) and (0 <= winner <= 15))
NEWF725,tens,(5 not in combo_digits and 8 not in combo_digits and 5 not in combo_digits),Eliminate based on a custom tens-digit condition.,57/311,keeper,Eliminate if condition holds: (5 not in combo_digits and 8 not in combo_digits and 5 not in combo_digits)
NO101F189,tens,(not any(d in due_digits for d in combo_digits)),Eliminate based on a custom tens-digit condition.,104/311,keeper,Eliminate if condition holds: (not any(d in due_digits for d in combo_digits))
NO101F316R,tens,(abs(winner - seed) > 13),Eliminate based on a custom tens-digit condition.,5/311,keeper,Eliminate if condition holds: (abs(winner - seed) > 13)
NO110F721,tens,(len(set(combo_digits) & set(seed_digits)) > 2),Eliminate based on a custom tens-digit condition.,298/311,keeper,Eliminate if condition holds: (len(set(combo_digits) & set(seed_digits)) > 2)
NO114F248,tens,(5 not in combo_digits and 4 not in combo_digits),Eliminate based on a custom tens-digit condition.,20/311,keeper,Eliminate if condition holds: (5 not in combo_digits and 4 not in combo_digits)
NO118F322,tens,(abs((max(combo_digits)-min(combo_digits)) - (max(seed_digits)-min(seed_digits)))>3),Eliminate if the spread (highest - lowest digit) is less than 4 and the tens sum equals 5.,13/311,keeper,Eliminate if condition holds: (abs((max(combo_digits)-min(combo_digits)) - (max(seed_digits)-min(seed_digits)))>3)
NO123F252,tens,(not (20<=winner<=28)),Eliminate based on a custom tens-digit condition.,263/311,keeper,Eliminate if condition holds: (not (20<=winner<=28))
NO124F181,tens,(25 <= winner <= 33),Eliminate based on a custom tens-digit condition.,3/311,keeper,Eliminate if condition holds: (25 <= winner <= 33)
NO124F539,tens,(not any(d in hot_digits for d in combo_digits)),Eliminate based on a custom tens-digit condition.,68/311,keeper,Eliminate if condition holds: (not any(d in hot_digits for d in combo_digits))
NO135F215,tens,(all(v in combo_vtracs for v in seed_vtracs)),Eliminate based on a custom tens-digit condition.,168/311,keeper,Eliminate if condition holds: (all(v in combo_vtracs for v in seed_vtracs))
NO139F202,tens,(all(d >=3 for d in combo_digits)),Eliminate based on a custom tens-digit condition.,0/311,keeper,Eliminate if condition holds: (all(d >=3 for d in combo_digits))
NO142F551D,tens,"(not any(mirror.get(d,None) in combo_digits for d in combo_digits))",Eliminate based on a custom tens-digit condition.,6/311,keeper,"Eliminate based on mirror digit relationship ((not any(mirror.get(d,None) in combo_digits for d in combo_digits)))"
NO15F188,tens,"(winner == sum(mirror.get(int(x),int(x)) for x in str(seed)))","Eliminate if the tens sum equals sum(mirror.get(int(x),int(x)) for x in str(seed.",17/311,keeper,"Eliminate based on mirror digit relationship ((winner == sum(mirror.get(int(x),int(x)) for x in str(seed))))"
NO16F333,tens,"(winner==sum(mirror.get(int(x),int(x)) for x in str(seed)))",Eliminate based on a custom tens-digit condition.,17/311,keeper,"Eliminate based on mirror digit relationship ((winner==sum(mirror.get(int(x),int(x)) for x in str(seed))))"
NO172F550S,tens,"(any(mirror.get(d,None) in combo_digits for d in combo_digits) and sum(1 for d in combo_digits if d <= 4) < 4)",Eliminate based on a custom tens-digit condition.,9/311,keeper,"Eliminate based on mirror digit relationship ((any(mirror.get(d,None) in combo_digits for d in combo_digits) and sum(1 for d in combo_digits if d <= 4) < 4))"
NO177F318,tens,(sum(d%2 for d in combo_digits)==sum(d%2 for d in seed_digits)),Eliminate based on a custom tens-digit condition.,65/311,keeper,Eliminate if condition holds: (sum(d%2 for d in combo_digits)==sum(d%2 for d in seed_digits))
NO177F319,tens,(5 - sum(d%2 for d in combo_digits) == 5 - sum(d%2 for d in seed_digits)),Eliminate based on a custom tens-digit condition.,65/311,keeper,Eliminate if condition holds: (5 - sum(d%2 for d in combo_digits) == 5 - sum(d%2 for d in seed_digits))
NO177F547,tens,(sum(d in due_digits for d in combo_digits) > 2),Eliminate based on a custom tens-digit condition.,49/311,keeper,Eliminate if condition holds: (sum(d in due_digits for d in combo_digits) > 2)
NO188F540,tens,(sum(d in hot_digits for d in combo_digits) < 2),Eliminate based on a custom tens-digit condition.,161/311,keeper,Eliminate if condition holds: (sum(d in hot_digits for d in combo_digits) < 2)
NO204F203,tens,(sum(1 for d in combo_digits if d >=8) >=2),Eliminate based on a custom tens-digit condition.,84/311,keeper,Eliminate if condition holds: (sum(1 for d in combo_digits if d >=8) >=2)
NO20F329,tens,(winner<12 or winner>25),Eliminate based on a custom tens-digit condition.,58/311,keeper,Eliminate if condition holds: (winner<12 or winner>25)
NO21F551S,tens,"(len(set(combo_digits)) == 5 and not any(mirror.get(d,None) in combo_digits for d in combo_digits))",Eliminate based on a custom tens-digit condition.,6/311,keeper,"Eliminate based on mirror digit relationship ((len(set(combo_digits)) == 5 and not any(mirror.get(d,None) in combo_digits for d in combo_digits)))"
NO25F556,tens,(len(set(combo_digits)) > 3 and all(d not in mirror.values() for d in combo_digits) and (max(combo_digits) - min(combo_digits) <= 4)),Eliminate if the spread (highest - lowest digit) is less than 4 and the tens sum equals 5.,0/311,keeper,Eliminate based on mirror digit relationship ((len(set(combo_digits)) > 3 and all(d not in mirror.values() for d in combo_digits) and (max(combo_digits) - min(combo_digits) <= 4)))
NO262F184,tens,"(not any(mirror.get(d, None) in combo_digits for d in combo_digits))",Eliminate based on a custom tens-digit condition.,6/311,keeper,"Eliminate based on mirror digit relationship ((not any(mirror.get(d, None) in combo_digits for d in combo_digits)))"
NO27F535,tens,((16 <= seed <= 24) and (0 <= winner <= 15)),Eliminate based on a custom tens-digit condition.,77/311,keeper,Eliminate if condition holds: ((16 <= seed <= 24) and (0 <= winner <= 15))
NO296F355,tens,"(any(d == mirror.get(int(str(seed)[-1]),-1) for d in combo_digits))",Eliminate based on a custom tens-digit condition.,211/311,keeper,"Eliminate based on mirror digit relationship ((any(d == mirror.get(int(str(seed)[-1]),-1) for d in combo_digits)))"
NO296F549,tens,"(any(mirror.get(d,None) in combo_digits for d in combo_digits) and max(combo_digits) - min(combo_digits) > 4)",Eliminate if the spread (highest - lowest digit) is less than 4 and the tens sum equals 5.,305/311,keeper,"Eliminate based on mirror digit relationship ((any(mirror.get(d,None) in combo_digits for d in combo_digits) and max(combo_digits) - min(combo_digits) > 4))"
NO30F256,tens,(not (14<=winner<=22)),Eliminate based on a custom tens-digit condition.,115/311,keeper,Eliminate if condition holds: (not (14<=winner<=22))
NO30F263,tens,(winner<14 or winner>22),Eliminate based on a custom tens-digit condition.,115/311,keeper,Eliminate if condition holds: (winner<14 or winner>22)
NO30F267,tens,(winner<14 or winner>22),Eliminate based on a custom tens-digit condition.,115/311,keeper,Eliminate if condition holds: (winner<14 or winner>22)
NO30F326,tens,(all(d%2==0 for d in combo_digits)),Eliminate based on a custom tens-digit condition.,0/311,keeper,Eliminate if condition holds: (all(d%2==0 for d in combo_digits))
NO33F182,tens,(winner <= 15),Eliminate based on a custom tens-digit condition.,165/311,keeper,Eliminate if condition holds: (winner <= 15)
NO35F260,tens,(winner<19 or winner>25),Eliminate based on a custom tens-digit condition.,234/311,keeper,Eliminate if condition holds: (winner<19 or winner>25)
NO35F327,tens,(winner<19 or winner>25),Eliminate based on a custom tens-digit condition.,234/311,keeper,Eliminate if condition holds: (winner<19 or winner>25)
NO35F330,tens,(winner<19 or winner>25),Eliminate based on a custom tens-digit condition.,234/311,keeper,Eliminate if condition holds: (winner<19 or winner>25)
NO367F550,tens,"(any(mirror.get(d,None) in combo_digits for d in combo_digits) and sum(1 for d in combo_digits if d <= 4) < 4)",Eliminate based on a custom tens-digit condition.,9/311,keeper,"Eliminate based on mirror digit relationship ((any(mirror.get(d,None) in combo_digits for d in combo_digits) and sum(1 for d in combo_digits if d <= 4) < 4))"
NO41F553,tens,"(not any(mirror.get(d,None) in combo_digits for d in combo_digits) and sum(1 for d in combo_digits if d <= 4) >= 4)",Eliminate based on a custom tens-digit condition.,6/311,keeper,"Eliminate based on mirror digit relationship ((not any(mirror.get(d,None) in combo_digits for d in combo_digits) and sum(1 for d in combo_digits if d <= 4) >= 4))"
NO44F320,tens,(winner>25 and sum(1 for d in combo_digits if d in seed_digits)<3),Eliminate based on a custom tens-digit condition.,0/311,keeper,Eliminate if condition holds: (winner>25 and sum(1 for d in combo_digits if d in seed_digits)<3)
NO467F354,tens,"(any(mirror.get(d,-1) in combo_digits for d in combo_digits))",Eliminate based on a custom tens-digit condition.,305/311,keeper,"Eliminate based on mirror digit relationship ((any(mirror.get(d,-1) in combo_digits for d in combo_digits)))"
NO4F225,tens,(winner==37 and seed<30),Eliminate based on a custom tens-digit condition.,0/311,keeper,Eliminate if condition holds: (winner==37 and seed<30)
NO50F331,tens,(winner<16 or winner>25),Eliminate based on a custom tens-digit condition.,167/311,keeper,Eliminate if condition holds: (winner<16 or winner>25)
NO55F290,tens,(sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <38 and winner_structure == 5 and winner_structure == 5),Eliminate based on a custom tens-digit condition.,32/311,keeper,Eliminate if condition holds: (sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <38 and winner_structure == 5 and winner_structure == 5)
NO659F314,tens,(abs(winner - seed) <=15),Eliminate based on a custom tens-digit condition.,311/311,keeper,Eliminate if condition holds: (abs(winner - seed) <=15)
NO67F317,tens,(sum(int(d) for d in str(winner)) == sum(int(d) for d in str(seed))),Eliminate based on a custom tens-digit condition.,31/311,keeper,Eliminate if condition holds: (sum(int(d) for d in str(winner)) == sum(int(d) for d in str(seed)))
NO69F314R,tens,(abs(winner - seed) > 15),Eliminate based on a custom tens-digit condition.,0/311,keeper,Eliminate if condition holds: (abs(winner - seed) > 15)
NO6F191,tens,(winner <8 or winner >28),Eliminate if the tens sum is greater than 28.,11/311,keeper,Eliminate if condition holds: (winner <8 or winner >28)
NO70F315R,tens,(abs(winner - seed) > 14),Eliminate based on a custom tens-digit condition.,1/311,keeper,Eliminate if condition holds: (abs(winner - seed) > 14)
NO71F201,tens,(1 not in combo_digits and 2 not in combo_digits and 3 not in combo_digits),Eliminate based on a custom tens-digit condition.,2/311,keeper,Eliminate if condition holds: (1 not in combo_digits and 2 not in combo_digits and 3 not in combo_digits)
NO75F196,tens,"(not any(d in combo_digits for d in [1,2,3]))",Eliminate based on a custom tens-digit condition.,2/311,keeper,"Eliminate if condition holds: (not any(d in combo_digits for d in [1,2,3]))"
NO78F720,tens,(sum(1 for d in combo_digits if d in seed_digits) > 3),Eliminate based on a custom tens-digit condition.,303/311,keeper,Eliminate if condition holds: (sum(1 for d in combo_digits if d in seed_digits) > 3)
NO81F217,tens,(len(set(combo_vtracs))<=2),Eliminate based on a custom tens-digit condition.,0/311,keeper,Eliminate if condition holds: (len(set(combo_vtracs))<=2)
NO82F185,tens,"(len(set(combo_digits)) == 3 and sorted(Counter(combo_digits).values())==[1,2,2])",Eliminate based on a custom tens-digit condition.,0/311,keeper,"Eliminate if condition holds: (len(set(combo_digits)) == 3 and sorted(Counter(combo_digits).values())==[1,2,2])"
NO9F244,tens,(winner==34 and seed<30),Eliminate based on a custom tens-digit condition.,0/311,keeper,Eliminate if condition holds: (winner==34 and seed<30)
NVR290F200,tens,"(any(d == mirror.get(int(str(seed)[-1]),-1) for d in combo_digits))",Eliminate based on a custom tens-digit condition.,211/311,keeper,"Eliminate based on mirror digit relationship ((any(d == mirror.get(int(str(seed)[-1]),-1) for d in combo_digits)))"
NVR617F316,tens,(abs(winner - seed) <=13),Eliminate based on a custom tens-digit condition.,306/311,keeper,Eliminate if condition holds: (abs(winner - seed) <=13)
NVR643F315,tens,(abs(winner - seed) <=14),Eliminate based on a custom tens-digit condition.,310/311,keeper,Eliminate if condition holds: (abs(winner - seed) <=14)
Nvr390F548,tens,"(any(mirror.get(d,None) in combo_digits for d in combo_digits))",Eliminate based on a custom tens-digit condition.,305/311,keeper,"Eliminate based on mirror digit relationship ((any(mirror.get(d,None) in combo_digits for d in combo_digits)))"
REV_123F328_tens,tens,(winner>=20 or winner<=28),Eliminate based on a custom tens-digit condition.,263/311,reversed,Eliminate if condition holds: (winner>=20 or winner<=28)
REV_142F213_tens,tens,(winner >=25 and sum(1 for d in combo_digits if d in seed_digits) <3),Eliminate if the tens sum is greater than =25 and sum(1 for d in combo_digits if d in seed_digits) <3.,306/311,reversed,Eliminate if condition holds: (winner >=25 and sum(1 for d in combo_digits if d in seed_digits) <3)
REV_1F605_tens,tens,(len(set(combo_digits).intersection(seed_digits)) <= 3),Eliminate based on a custom tens-digit condition.,242/311,reversed,Eliminate if condition holds: (len(set(combo_digits).intersection(seed_digits)) <= 3)
REV_1F606_tens,tens,(len(set(combo_digits).intersection(seed_digits)) <= 3),Eliminate based on a custom tens-digit condition.,242/311,reversed,Eliminate if condition holds: (len(set(combo_digits).intersection(seed_digits)) <= 3)
REV_1F617_tens,tens,(len(set(combo_digits).intersection(seed_digits)) <= 3),Eliminate based on a custom tens-digit condition.,242/311,reversed,Eliminate if condition holds: (len(set(combo_digits).intersection(seed_digits)) <= 3)
REV_20F253_tens,tens,(not (19>winner>25)),Eliminate based on a custom tens-digit condition.,234/311,reversed,Eliminate if condition holds: (not (19>winner>25))
REV_254F555_tens,tens,(sum(1 for d in combo_digits if mirror.get(d) in combo_digits) < 4),Eliminate based on a custom tens-digit condition.,262/311,reversed,Eliminate based on mirror digit relationship ((sum(1 for d in combo_digits if mirror.get(d) in combo_digits) < 4))
REV_346F551_tens,tens,"(any(mirror.get(d,None) in combo_digits for d in combo_digits) and not all(d % 2 != 1 for d in combo_digits))",Eliminate based on a custom tens-digit condition.,305/311,reversed,"Eliminate based on mirror digit relationship ((any(mirror.get(d,None) in combo_digits for d in combo_digits) and not all(d % 2 != 1 for d in combo_digits)))"
REV_4F565_tens,tens,(len(set(combo_digits).intersection(seed_digits)) <= 1),Eliminate based on a custom tens-digit condition.,311/311,reversed,Eliminate if condition holds: (len(set(combo_digits).intersection(seed_digits)) <= 1)
REV_5F566_tens,tens,(len(set(combo_digits).intersection(seed_digits)) <= 2),Eliminate based on a custom tens-digit condition.,298/311,reversed,Eliminate if condition holds: (len(set(combo_digits).intersection(seed_digits)) <= 2)
REV_5F569_tens,tens,(len(set(combo_digits).intersection(seed_digits)) < 3),Eliminate based on a custom tens-digit condition.,298/311,reversed,Eliminate if condition holds: (len(set(combo_digits).intersection(seed_digits)) < 3)
REV_5F570_tens,tens,(list(Counter(combo_digits).values()).count(2) + list(Counter(combo_digits).values()).count(3) <= 1),Eliminate based on a custom tens-digit condition.,271/311,reversed,Eliminate if condition holds: (list(Counter(combo_digits).values()).count(2) + list(Counter(combo_digits).values()).count(3) <= 1)
REV_7F623_tens,tens,(winner >= 20),Eliminate if the tens sum is greater than = 20.,263/311,reversed,Eliminate if condition holds: (winner >= 20)
REV_NO123F252_tens,tens,(not (20>winner>28)),Eliminate based on a custom tens-digit condition.,263/311,reversed,Eliminate if condition holds: (not (20>winner>28))
REV_NO296F549_tens,tens,"(any(mirror.get(d,None) in combo_digits for d in combo_digits) and max(combo_digits) - min(combo_digits) <= 4)",Eliminate if the spread (highest - lowest digit) is less than 4 and the tens sum equals 5.,305/311,reversed,"Eliminate based on mirror digit relationship ((any(mirror.get(d,None) in combo_digits for d in combo_digits) and max(combo_digits) - min(combo_digits) <= 4))"
REV_NO35F260_tens,tens,(winner>=19 or winner<=25),Eliminate based on a custom tens-digit condition.,234/311,reversed,Eliminate if condition holds: (winner>=19 or winner<=25)
REV_NO35F327_tens,tens,(winner>=19 or winner<=25),Eliminate based on a custom tens-digit condition.,234/311,reversed,Eliminate if condition holds: (winner>=19 or winner<=25)
REV_NO35F330_tens,tens,(winner>=19 or winner<=25),Eliminate based on a custom tens-digit condition.,234/311,reversed,Eliminate if condition holds: (winner>=19 or winner<=25)
REV_NO467F354_tens,tens,"(any(mirror.get(d,-1) in combo_digits for d in combo_digits))",Eliminate based on a custom tens-digit condition.,305/311,reversed,"Eliminate based on mirror digit relationship ((any(mirror.get(d,-1) in combo_digits for d in combo_digits)))"
REV_NO659F314_tens,tens,(abs(winner - seed) >15),Eliminate based on a custom tens-digit condition.,311/311,reversed,Eliminate if condition holds: (abs(winner - seed) >15)
REV_NO78F720_tens,tens,(sum(1 for d in combo_digits if d in seed_digits) <= 3),Eliminate based on a custom tens-digit condition.,303/311,reversed,Eliminate if condition holds: (sum(1 for d in combo_digits if d in seed_digits) <= 3)
REV_NVR617F316_tens,tens,(abs(winner - seed) >13),Eliminate based on a custom tens-digit condition.,306/311,reversed,Eliminate if condition holds: (abs(winner - seed) >13)
REV_NVR643F315_tens,tens,(abs(winner - seed) >14),Eliminate based on a custom tens-digit condition.,310/311,reversed,Eliminate if condition holds: (abs(winner - seed) >14)
REV_Nvr390F548_tens,tens,"(any(mirror.get(d,None) in combo_digits for d in combo_digits))",Eliminate based on a custom tens-digit condition.,305/311,reversed,"Eliminate based on mirror digit relationship ((any(mirror.get(d,None) in combo_digits for d in combo_digits)))"
